sample, feature, aX, aY, aZ, gX, gY, gZ
62, RMS, 0.0705,0.9872,0.0385,1.0725,1.5652,5.8772
62, Min, 0.0485,0.9811,-0.0533,0.0610,0.2441,4.3945
62, Max, 0.0897,0.9926,-0.0255,2.1973,2.9297,7.0801
62, PSD, 4.3247,851.9475,1.2318,353.4839,1846.0686,32108.9512
63, Mean, 0.0746,0.9869,-0.0369,0.7334,1.6298,5.2977
63, Std, 0.0114,0.0053,0.0082,0.7792,0.6444,0.9186
63, RMS, 0.0755,0.9869,0.0378,1.0700,1.7526,5.3767
63, Min, 0.0490,0.9705,-0.0549,-1.2817,-0.1221,2.1973
63, Max, 0.1078,0.9996,-0.0164,2.5635,3.0518,7.0190
63, PSD, 4.5086,851.3943,1.1025,953.5251,4081.4341,31022.4297
64, Mean, 0.0823,0.9866,-0.0413,1.0614,1.2989,6.7973
64, Std, 0.0168,0.0069,0.0090,0.6900,0.6557,1.2622
64, RMS, 0.0840,0.9866,0.0422,1.2660,1.4550,6.9135
64, Min, 0.0614,0.9761,-0.0692,-0.7324,-1.2207,5.0049
64, Max, 0.1526,1.0137,-0.0214,2.7466,2.8076,10.3149
64, PSD, 5.5806,849.1918,1.5120,220.6610,1630.7214,35920.8789
65, Mean, 0.0742,0.9869,-0.0396,0.8860,1.4615,5.7573
65, Std, 0.0089,0.0038,0.0069,0.5072,0.4921,0.6494
65, RMS, 0.0747,0.9869,0.0402,1.0209,1.5421,5.7938
65, Min, 0.0543,0.9791,-0.0552,-0.5493,0.4272,4.0894
65, Max, 0.0919,0.9955,-0.0214,2.1362,2.8076,7.2632
65, PSD, 4.6818,849.8775,1.3128,277.9593,1870.4796,28318.4238
66, Mean, 0.0752,0.9865,-0.0437,1.0257,1.6694,5.8107
66, Std, 0.0062,0.0030,0.0065,0.5155,0.4868,0.4867
66, RMS, 0.0755,0.9865,0.0442,1.1480,1.7389,5.8311
66, Min, 0.0573,0.9791,-0.0614,-0.1831,0.6104,5.0049
66, Max, 0.0850,0.9946,-0.0282,2.0752,2.9297,6.9580
66, PSD, 4.9725,849.6295,1.7402,1010.4739,2788.3982,29263.5430
67, Mean, 0.0776,0.9867,-0.0435,0.9317,1.6351,5.7535
67, Std, 0.0060,0.0029,0.0080,0.5828,0.5234,0.5304
67, RMS, 0.0778,0.9867,0.0442,1.0990,1.7168,5.7779
67, Min, 0.0651,0.9803,-0.0616,-0.3662,0.4272,4.6387
67, Max, 0.0958,0.9927,-0.0201,2.5024,2.9297,6.8359
67, PSD, 5.3198,850.4479,1.5871,776.4833,2295.5046,25454.7324
68, Mean, 0.0776,0.9865,-0.0428,1.0476,1.6308,5.8913
68, Std, 0.0081,0.0043,0.0076,0.6222,0.5427,0.6594
68, RMS, 0.0780,0.9865,0.0434,1.2184,1.7187,5.9281
68, Min, 0.0612,0.9761,-0.0566,-1.4038,-0.2441,4.2114
68, Max, 0.0983,0.9949,-0.0103,2.1362,2.6245,7.2021
68, PSD, 5.4058,851.6721,1.4414,749.2286,1641.2094,29467.3164
69, Mean, 0.0775,0.9863,-0.0383,0.9351,1.4200,5.9943
69, Std, 0.0058,0.0024,0.0066,0.6906,0.6206,0.4424
69, RMS, 0.0777,0.9863,0.0388,1.1625,1.5497,6.0106
69, Min, 0.0645,0.9814,-0.0693,-0.4883,-1.9531,4.8218
69, Max, 0.0903,0.9910,-0.0211,4.3945,2.6245,6.8359
69, PSD, 5.3342,850.5428,1.2002,394.6168,1881.7284,32744.6973
70, Mean, 0.0773,0.9868,-0.0330,1.0219,1.5397,6.0868
70, Std, 0.0076,0.0029,0.0066,0.5903,0.4481,0.5897
70, RMS, 0.0776,0.9868,0.0337,1.1801,1.6036,6.1153
70, Min, 0.0579,0.9791,-0.0499,-0.1221,0.1221,4.8218
70, Max, 0.0956,0.9928,-0.0205,2.7466,2.6855,7.9956
70, PSD, 5.1300,849.6494,1.0047,1463.7822,1984.6124,31294.8945
71, Mean, 0.0749,0.9869,-0.0337,0.9575,1.4691,6.0120
71, Std, 0.0047,0.0022,0.0068,0.4893,0.4660,0.3514
71, RMS, 0.0750,0.9869,0.0344,1.0753,1.5413,6.0222
71, Min, 0.0616,0.9821,-0.0525,-0.7324,0.3662,5.3101
71, Max, 0.0857,0.9926,-0.0045,2.0142,2.6855,7.1411
71, PSD, 5.0068,851.6936,0.9631,897.2368,2206.0364,31669.9121
72, Mean, 0.0752,0.9868,-0.0352,0.9642,1.6589,5.8470
72, Std, 0.0059,0.0024,0.0063,0.4859,0.4835,0.4580
72, RMS, 0.0754,0.9868,0.0358,1.0797,1.7279,5.8649
72, Min, 0.0630,0.9807,-0.0476,-0.6104,0.1221,4.5776
72, Max, 0.0902,0.9922,-0.0189,2.0142,3.1738,6.8970
72, PSD, 4.8408,849.6309,1.1151,1093.5364,2650.2249,28614.1699
73, Mean, 0.0721,0.9872,-0.0359,0.9761,1.4944,5.9361
73, Std, 0.0053,0.0022,0.0066,0.4685,0.4508,0.4371
73, RMS, 0.0723,0.9872,0.0365,1.0827,1.5609,5.9522
73, Min, 0.0580,0.9828,-0.0543,-0.5493,0.3662,4.9438
73, Max, 0.0886,0.9932,-0.0188,2.1362,2.3804,7.3853
73, PSD, 4.8035,851.8434,1.0747,687.7920,2018.8984,31018.1758
74, Mean, 0.0688,0.9872,-0.0373,0.8941,1.5359,6.0759
74, Std, 0.0056,0.0030,0.0058,0.4719,0.4618,0.4713
74, RMS, 0.0690,0.9872,0.0378,1.0110,1.6038,6.0941
74, Min, 0.0533,0.9797,-0.0514,-0.3662,0.0000,5.2490
74, Max, 0.0811,0.9926,-0.0219,1.8311,2.4414,7.5073
74, PSD, 4.0457,849.4333,1.4220,993.7692,1963.1013,33044.2461
75, Mean, 0.0648,0.9875,-0.0389,0.8836,1.5311,5.9996
75, Std, 0.0060,0.0022,0.0073,0.5205,0.4969,0.4082
75, RMS, 0.0651,0.9875,0.0396,1.0255,1.6097,6.0134
75, Min, 0.0524,0.9817,-0.0547,-0.3662,0.4272,5.2490
75, Max, 0.0848,0.9921,-0.0208,1.9531,3.1128,7.1411
75, PSD, 3.7082,851.9348,1.3727,638.1993,1961.5029,30324.8926
76, Mean, 0.0619,0.9878,-0.0344,1.1067,1.5540,5.9991
76, Std, 0.0080,0.0040,0.0067,0.4104,0.5654,0.6403
76, RMS, 0.0624,0.9878,0.0350,1.1804,1.6537,6.0332
76, Min, 0.0450,0.9766,-0.0500,0.1831,0.0610,4.5776
76, Max, 0.0800,0.9984,-0.0197,2.1973,2.6245,7.8735
76, PSD, 3.1799,850.7760,1.0970,1289.1608,1898.4418,33221.5938
77, Mean, 0.0606,0.9884,-0.0349,0.8669,1.4687,5.8527
77, Std, 0.0057,0.0028,0.0069,0.4502,0.5169,0.4412
77, RMS, 0.0609,0.9884,0.0356,0.9768,1.5570,5.8693
77, Min, 0.0492,0.9816,-0.0526,-0.4883,0.0000,4.8828
77, Max, 0.0780,0.9938,-0.0173,1.9531,2.6855,6.7749
77, PSD, 3.2400,852.5870,1.1152,429.9785,1646.6041,30304.3125
78, Mean, 0.0591,0.9880,-0.0324,1.0281,1.5693,5.9676
78, Std, 0.0059,0.0029,0.0059,0.4183,0.4304,0.4811
78, RMS, 0.0594,0.9880,0.0330,1.1099,1.6272,5.9870
78, Min, 0.0454,0.9822,-0.0465,0.0610,0.5493,4.9438
78, Max, 0.0717,0.9946,-0.0201,2.0142,2.7466,7.1411
78, PSD, 3.0254,852.2057,0.9611,649.2360,1747.0269,34233.0156
79, Mean, 0.0455,0.9931,-0.0697,1.5712,1.7867,6.1913
79, Std, 0.0222,0.0194,0.0199,2.2873,1.9738,2.8970
79, RMS, 0.0506,0.9933,0.0725,2.7750,2.6623,6.8355
79, Min, -0.0039,0.9409,-0.1132,-5.1880,-1.4038,2.0142
79, Max, 0.1125,1.0359,-0.0267,6.8970,6.8970,12.5122
79, PSD, 1.3190,843.5278,4.2794,15395.1631,1959.4961,6913.4385
80, Mean, 0.0297,0.9884,-0.0673,0.9665,1.5726,5.8813
80, Std, 0.0064,0.0034,0.0061,0.4172,0.4705,0.5046
80, RMS, 0.0303,0.9884,0.0676,1.0528,1.6415,5.9029
80, Min, 0.0164,0.9795,-0.0835,0.0000,0.5493,4.6387
80, Max, 0.0435,0.9943,-0.0549,1.9531,2.8687,7.0801
80, PSD, 0.6723,852.4368,3.9207,811.5126,2483.7874,29250.1992
81, Mean, 0.0258,0.9887,-0.0700,0.4234,1.5121,6.0573
81, Std, 0.0075,0.0052,0.0083,0.6368,0.6819,0.8119
81, RMS, 0.0269,0.9887,0.0705,0.7647,1.6587,6.1114
81, Min, 0.0015,0.9789,-0.0959,-1.6479,-0.6714,3.9062
81, Max, 0.0503,1.0010,-0.0486,2.0142,3.2349,8.4229
81, PSD, 0.7767,855.7484,4.2051,379.1138,2563.1204,31493.6230
82, Mean, 0.0206,0.9894,-0.0632,0.9322,1.4801,5.8980
82, Std, 0.0049,0.0024,0.0059,0.4373,0.3576,0.4612
82, RMS, 0.0212,0.9894,0.0635,1.0297,1.5227,5.9160
82, Min, 0.0103,0.9827,-0.0765,-0.4272,0.6714,4.6997
82, Max, 0.0355,0.9963,-0.0482,1.9531,2.5635,6.7749
82, PSD, 0.4390,856.1157,3.3506,705.3749,1828.1355,31995.2207
83, Mean, 0.0162,0.9894,-0.0631,0.8616,1.5087,6.0897
83, Std, 0.0057,0.0023,0.0056,0.4222,0.5002,0.4393
83, RMS, 0.0172,0.9894,0.0634,0.9595,1.5895,6.1055
83, Min, 0.0004,0.9827,-0.0750,-0.3662,0.1221,5.0659
83, Max, 0.0310,0.9944,-0.0505,1.7700,2.9907,7.0801
83, PSD, 0.2333,854.7667,3.4892,654.9954,1652.3905,33703.5156
84, Mean, 0.0129,0.9887,-0.0663,1.0490,1.5602,5.9376
84, Std, 0.0070,0.0032,0.0066,0.5730,0.5044,0.5376
84, RMS, 0.0147,0.9887,0.0667,1.1953,1.6397,5.9619
84, Min, -0.0034,0.9816,-0.0789,-0.3662,0.3052,4.9438
84, Max, 0.0319,0.9962,-0.0500,2.3804,2.9297,7.3242
84, PSD, 0.1514,854.5154,3.8789,1363.7903,2587.2153,28915.3184
85, Mean, 0.0119,0.9895,-0.0633,1.0324,1.5802,5.8980
85, Std, 0.0057,0.0025,0.0054,0.3469,0.3147,0.4032
85, RMS, 0.0132,0.9895,0.0635,1.0891,1.6113,5.9118
85, Min, -0.0028,0.9843,-0.0768,-0.1221,0.7935,4.8828
85, Max, 0.0258,0.9963,-0.0513,1.8311,2.3804,6.8970
85, PSD, 0.1144,855.1291,3.3560,875.5682,2162.8809,30675.3633
86, Mean, 0.0111,0.9892,-0.0649,1.0071,1.3318,5.8451
86, Std, 0.0045,0.0022,0.0063,0.6071,0.5488,0.3177
86, RMS, 0.0119,0.9892,0.0652,1.1759,1.4404,5.8537
86, Min, 0.0012,0.9821,-0.0829,-0.5493,-0.7935,5.2490
86, Max, 0.0229,0.9934,-0.0472,2.9907,2.5024,6.7749
86, PSD, 0.0986,854.1570,3.5858,1947.4269,1141.0848,29641.5898
87, Mean, 0.0127,0.9895,-0.0602,1.0495,1.4191,5.9352
87, Std, 0.0072,0.0038,0.0073,0.6470,0.5899,0.5599
87, RMS, 0.0146,0.9895,0.0607,1.2329,1.5368,5.9615
87, Min, -0.0057,0.9794,-0.0804,-0.5493,0.1221,4.7607
87, Max, 0.0302,0.9995,-0.0453,2.8076,2.9297,7.3242
87, PSD, 0.1542,856.3380,3.0599,1139.1407,2062.6680,29703.3984
88, Mean, 0.0669,0.9876,-0.0242,1.0099,1.5931,6.0477
88, Std, 0.0084,0.0046,0.0065,0.7083,0.4996,0.6328
88, RMS, 0.0674,0.9876,0.0250,1.2336,1.6696,6.0807
88, Min, 0.0431,0.9795,-0.0403,-0.1831,0.1831,4.5776
88, Max, 0.0878,0.9976,-0.0049,3.2959,3.1128,7.6904
88, PSD, 3.7924,850.7729,0.5642,1159.6412,2576.4089,30881.5254
89, Mean, 0.0670,0.9869,-0.0243,0.8588,1.5254,6.0816
89, Std, 0.0107,0.0096,0.0103,0.8214,0.5892,0.8628
89, RMS, 0.0679,0.9869,0.0263,1.1884,1.6352,6.1425
89, Min, 0.0458,0.9695,-0.0511,-1.1597,0.1831,3.7231
89, Max, 0.0887,1.0068,0.0160,2.6855,2.9907,8.3008
89, PSD, 3.8412,854.2191,0.3728,535.1261,2196.9387,30458.3691
90, Mean, 0.0658,0.9877,-0.0269,1.0638,1.7314,5.6581
90, Std, 0.0072,0.0035,0.0063,0.5644,0.4792,0.6009
90, RMS, 0.0662,0.9877,0.0276,1.2043,1.7965,5.6900
90, Min, 0.0524,0.9784,-0.0411,-0.5493,0.4272,3.7231
90, Max, 0.0841,0.9956,-0.0084,2.1362,2.9297,6.8359
90, PSD, 3.5441,849.7638,0.7284,1335.3326,2354.3047,28469.7891
91, Mean, 0.0682,0.9876,-0.0268,1.1153,1.6522,5.8546
91, Std, 0.0070,0.0036,0.0062,0.4460,0.4539,0.5196
91, RMS, 0.0686,0.9876,0.0275,1.2012,1.7135,5.8776
91, Min, 0.0532,0.9786,-0.0438,-0.1831,0.7324,4.9438
91, Max, 0.0857,0.9969,-0.0093,2.0752,2.7466,7.0190
91, PSD, 4.0873,851.2003,0.6905,1209.2559,2560.2102,28845.1582
92, Mean, 0.0693,0.9875,-0.0249,0.9551,1.5602,6.0229
92, Std, 0.0070,0.0038,0.0061,0.4003,0.5010,0.5037
92, RMS, 0.0697,0.9875,0.0256,1.0356,1.6387,6.0440
92, Min, 0.0491,0.9769,-0.0433,-0.2441,0.3662,4.9438
92, Max, 0.0896,0.9963,-0.0098,1.6479,2.6855,7.7515
92, PSD, 4.3505,852.4677,0.5318,402.4797,1833.5214,34193.8867
93, Mean, 0.0690,0.9874,-0.0245,1.0099,1.6112,6.0000
93, Std, 0.0062,0.0026,0.0063,0.4150,0.5011,0.4532
93, RMS, 0.0692,0.9874,0.0253,1.0919,1.6874,6.0171
93, Min, 0.0558,0.9814,-0.0381,0.0610,0.3052,5.0659
93, Max, 0.0831,0.9940,-0.0087,1.8311,2.8687,7.3853
93, PSD, 4.2083,852.7438,0.4889,1124.1025,2628.7832,29744.4805
94, Mean, 0.0676,0.9876,-0.0233,0.9670,1.5349,5.9981
94, Std, 0.0069,0.0035,0.0064,0.3802,0.4981,0.4991
94, RMS, 0.0680,0.9876,0.0241,1.0391,1.6137,6.0189
94, Min, 0.0513,0.9800,-0.0411,0.1221,0.1221,4.6387
94, Max, 0.0840,0.9950,-0.0068,1.7700,2.6855,6.7749
94, PSD, 4.0182,852.8209,0.4357,868.3669,1789.2772,30276.0566
95, Mean, 0.0698,0.9873,-0.0196,1.4257,1.9174,5.8179
95, Std, 0.0078,0.0076,0.0179,1.2516,0.9019,0.4216
95, RMS, 0.0702,0.9874,0.0265,1.8972,2.1189,5.8331
95, Min, 0.0514,0.9652,-0.0789,-1.2207,0.3052,4.9438
95, Max, 0.0857,1.0090,0.0343,5.6152,4.6387,7.1411
95, PSD, 4.3315,847.1934,0.6139,2604.1887,3750.6484,27600.7129
96, Mean, 0.0665,0.9879,-0.0182,0.8841,1.5039,6.0406
96, Std, 0.0057,0.0036,0.0055,0.3831,0.3795,0.4123
96, RMS, 0.0668,0.9879,0.0190,0.9635,1.5511,6.0546
96, Min, 0.0498,0.9794,-0.0319,-0.1221,0.5493,4.9438
96, Max, 0.0804,0.9957,-0.0045,1.7090,2.2583,7.0801
96, PSD, 3.9462,854.0871,0.2548,393.1714,1485.6556,33427.1445
97, Mean, 0.0645,0.9881,-0.0202,0.9713,1.5626,5.9943
97, Std, 0.0058,0.0026,0.0053,0.3095,0.3893,0.3798
97, RMS, 0.0648,0.9881,0.0209,1.0194,1.6104,6.0063
97, Min, 0.0526,0.9819,-0.0339,0.1831,0.4272,5.1880
97, Max, 0.0828,0.9945,-0.0070,1.8311,2.3804,7.0190
97, PSD, 3.6074,852.5961,0.3583,978.7048,2074.5408,31145.4590
98, Mean, 0.0638,0.9880,-0.0209,0.9961,1.5721,5.9214
98, Std, 0.0054,0.0026,0.0049,0.2872,0.3129,0.3996
98, RMS, 0.0640,0.9880,0.0215,1.0367,1.6030,5.9348
98, Min, 0.0519,0.9801,-0.0363,0.2441,0.9155,5.1880
98, Max, 0.0769,0.9929,-0.0104,1.6479,2.1973,6.8970
98, PSD, 3.4319,853.1018,0.3418,940.4241,2302.7100,30180.8789
99, Mean, 0.0644,0.9882,-0.0206,1.0161,1.5898,5.8293
99, Std, 0.0076,0.0041,0.0070,0.3954,0.5287,0.5309
99, RMS, 0.0648,0.9882,0.0218,1.0903,1.6754,5.8535
99, Min, 0.0459,0.9771,-0.0337,0.0610,0.3052,4.4556
99, Max, 0.0804,0.9982,-0.0046,1.8311,2.7466,6.8359
99, PSD, 3.5957,852.8549,0.3532,855.6318,2295.5525,29218.8926
100, Mean, 0.0603,0.9887,-0.0219,0.9475,1.5702,5.9714
100, Std, 0.0045,0.0032,0.0040,0.3353,0.4094,0.3875
100, RMS, 0.0605,0.9887,0.0223,1.0050,1.6227,5.9840
100, Min, 0.0510,0.9812,-0.0316,0.0000,0.5493,5.1270
100, Max, 0.0721,0.9962,-0.0115,1.6479,2.5635,6.7139
100, PSD, 3.2697,854.1495,0.3991,451.9255,1928.0715,33254.2930
