sample, feature, aX, aY, aZ, gX, gY, gZ
61, Std, 0.1495,0.2282,0.2975,35.0617,29.2388,34.4006
61, RMS, 0.1498,1.0081,0.3046,36.0339,29.5358,40.2401
61, Min, -0.3187,0.5292,-0.7042,-90.3320,-49.9878,-63.5986
61, Max, 0.3566,1.5221,0.6884,82.3975,93.0176,104.0039
61, PSD, 25.9409,1291.1008,53.1977,1401703.1250,546014.5625,2912434.0000
62, Mean, 0.1345,0.9573,-0.0060,3.7165,1.5435,4.1623
62, Std, 0.1088,0.2599,0.3122,31.1917,42.6212,28.9725
62, RMS, 0.1730,0.9919,0.3123,31.4124,42.6491,29.2699
62, Min, -0.0482,0.4380,-0.5239,-83.3740,-69.6411,-50.1709
62, Max, 0.4025,1.4050,0.6609,70.0073,81.3599,59.2041
62, PSD, 44.2860,694.0795,152.6097,844498.0000,3129615.5000,1357949.1250
63, Mean, 0.0623,0.9350,0.1003,9.2306,-6.6562,10.1638
63, Std, 0.1569,0.2926,0.3158,32.1556,47.9722,40.5722
63, RMS, 0.1688,0.9797,0.3314,33.4542,48.4318,41.8259
63, Min, -0.1698,0.4867,-0.5909,-70.8008,-72.2656,-68.4814
63, Max, 0.4160,1.4397,0.5598,60.3638,82.0313,82.7637
63, PSD, 35.4229,417.4436,201.5135,404310.5625,4529634.5000,4300051.5000
64, Mean, 0.0260,0.9181,0.0838,8.9784,1.0777,-1.6675
64, Std, 0.0955,0.3864,0.5097,48.5204,55.0761,32.1959
64, RMS, 0.0990,0.9961,0.5165,49.3441,55.0867,32.2391
64, Min, -0.1564,0.4313,-0.7175,-67.5659,-79.2236,-59.0210
64, Max, 0.3411,1.5988,0.9160,125.8545,91.9800,74.3408
64, PSD, 8.8807,2166.2900,570.6934,6118135.0000,7631088.0000,2362887.2500
65, Mean, 0.0516,0.9105,-0.0968,4.7393,19.3319,9.3522
65, Std, 0.0785,0.2084,0.3388,26.4869,36.2126,23.5931
65, RMS, 0.0939,0.9340,0.3523,26.9075,41.0497,25.3791
65, Min, -0.0911,0.5140,-0.6327,-60.4248,-54.4434,-40.5273
65, Max, 0.2363,1.2228,0.5031,52.5513,70.3125,45.7764
65, PSD, 2.3407,433.4164,168.0979,725937.1250,4292476.0000,1060515.0000
66, Mean, 0.0982,0.9070,-0.1156,-17.8790,0.7944,3.1433
66, Std, 0.1107,0.2151,0.5183,62.4690,36.2608,22.4991
66, RMS, 0.1480,0.9322,0.5311,64.9771,36.2695,22.7176
66, Min, -0.1693,0.5319,-0.9708,-139.9536,-55.2979,-36.8042
66, Max, 0.3739,1.2872,0.6641,69.9463,54.4434,39.3677
66, PSD, 19.9237,1083.9894,501.1552,10562091.0000,2479799.7500,921858.5000
67, Mean, 0.0967,0.9957,-0.0808,0.4478,1.9927,18.5781
67, Std, 0.1144,0.2548,0.2501,27.2063,45.8130,24.3550
67, RMS, 0.1498,1.0277,0.2628,27.2100,45.8563,30.6318
67, Min, -0.1293,0.5759,-0.5682,-49.6826,-82.9468,-35.7056
67, Max, 0.3091,1.4385,0.5432,44.8608,73.1812,54.2603
67, PSD, 27.4990,1159.2288,136.2979,1240806.2500,3489172.2500,1888392.3750
68, Mean, 0.1676,0.9085,0.0510,-2.8009,10.0522,-2.7752
68, Std, 0.1386,0.2204,0.2833,37.4443,24.2334,31.2957
68, RMS, 0.2175,0.9349,0.2879,37.5489,26.2356,31.4185
68, Min, -0.0616,0.4683,-0.4117,-66.5894,-39.9170,-57.6782
68, Max, 0.4904,1.3397,0.5388,52.7344,48.6450,47.4243
68, PSD, 34.9202,384.8133,198.9457,2319341.0000,728411.0625,2085765.0000
69, Mean, 0.2675,1.0030,-0.0037,-7.7887,-5.4169,20.7357
69, Std, 0.2203,0.1569,0.2443,26.6360,40.6028,56.6097
69, RMS, 0.3465,1.0152,0.2443,27.7514,40.9625,60.2879
69, Min, -0.1488,0.6653,-0.3470,-73.6694,-86.9751,-73.4253
69, Max, 0.6339,1.2766,0.5154,32.4097,71.4111,88.0737
69, PSD, 261.7864,1207.2631,57.5089,1276558.7500,2953957.2500,7971140.0000
70, Mean, 0.0901,0.9281,-0.0239,-2.2521,16.4480,8.8997
70, Std, 0.1209,0.2025,0.2633,27.7991,35.4515,40.1412
70, RMS, 0.1507,0.9499,0.2644,27.8902,39.0813,41.1159
70, Min, -0.0995,0.5981,-0.4895,-48.4009,-82.8247,-59.6924
70, Max, 0.4611,1.2693,0.3394,45.2271,65.1855,62.5610
70, PSD, 6.0129,385.5302,97.6372,1165547.0000,3139412.2500,2911072.5000
71, Mean, 0.1362,0.9229,-0.0260,-12.1245,11.0593,2.0900
71, Std, 0.1507,0.2252,0.2693,38.5537,43.1482,36.2143
71, RMS, 0.2031,0.9499,0.2706,40.4152,44.5430,36.2745
71, Min, -0.1223,0.5225,-0.4371,-101.6846,-70.7397,-60.0586
71, Max, 0.4302,1.4297,0.4606,41.0767,54.3823,54.0161
71, PSD, 75.5105,720.0690,104.5805,2460252.5000,3230978.0000,3094042.0000
72, Mean, 0.1464,1.0132,-0.1262,-7.7310,-1.3170,11.8718
72, Std, 0.1729,0.2356,0.3298,28.5553,41.5285,47.9365
72, RMS, 0.2266,1.0403,0.3531,29.5834,41.5494,49.3847
72, Min, -0.1504,0.5669,-0.5717,-85.1440,-68.1763,-77.3926
72, Max, 0.5321,1.4303,0.4750,25.7568,66.3452,75.8057
72, PSD, 104.8217,1559.5981,308.9102,1735015.0000,4241480.5000,5737843.5000
73, Mean, 0.3094,0.9183,0.0199,15.0642,-9.0384,-0.4206
73, Std, 0.1951,0.3643,0.5062,53.3814,59.4066,65.4011
73, RMS, 0.3658,0.9879,0.5066,55.4663,60.0903,65.4024
73, Min, 0.0023,0.2599,-0.9669,-86.3647,-98.3887,-117.8589
73, Max, 0.7142,1.5780,0.6749,95.8862,102.3560,106.5674
73, PSD, 317.2249,1874.6055,524.9039,7949080.0000,6640297.5000,10024438.0000
74, Mean, 0.1837,0.9126,-0.0349,7.1611,-12.5289,-7.9455
74, Std, 0.1451,0.2693,0.3939,39.9555,50.6283,41.8888
74, RMS, 0.2341,0.9515,0.3954,40.5922,52.1555,42.6357
74, Min, -0.0416,0.5940,-0.8873,-87.4023,-81.1768,-78.7354
74, Max, 0.5206,1.5059,0.4753,72.7539,75.8057,77.5146
74, PSD, 15.6148,381.9444,314.1451,2493763.7500,7164785.5000,3047993.2500
75, Mean, 0.2033,1.0132,-0.0726,14.2627,10.0555,-4.1466
75, Std, 0.0927,0.1609,0.3648,51.4951,31.5399,31.6022
75, RMS, 0.2235,1.0259,0.3720,53.4338,33.1040,31.8730
75, Min, 0.0414,0.7072,-0.5642,-57.5562,-77.9419,-48.7061
75, Max, 0.3893,1.3019,0.6847,98.5107,55.6641,66.2231
75, PSD, 55.5936,1335.9323,248.4074,5837534.0000,1920383.2500,1120243.2500
76, Mean, 0.1132,0.8869,0.1119,14.0047,-13.2217,11.5724
76, Std, 0.1782,0.2071,0.3309,36.6790,55.8884,42.7945
76, RMS, 0.2111,0.9107,0.3493,39.2617,57.4310,44.3315
76, Min, -0.1351,0.5940,-0.5526,-43.2129,-86.3037,-49.4995
76, Max, 0.6262,1.2550,0.6587,99.8535,99.6704,76.9043
76, PSD, 59.6603,494.9689,226.7357,627988.4375,5090655.0000,5269073.0000
77, Mean, 0.1388,0.8892,-0.1368,1.9126,-14.8659,-13.3710
77, Std, 0.1319,0.2148,0.4293,45.4496,58.7930,28.2082
77, RMS, 0.1915,0.9148,0.4506,45.4899,60.6433,31.2168
77, Min, -0.0400,0.5833,-0.8481,-81.1768,-106.7505,-66.1011
77, Max, 0.4022,1.2286,0.5204,80.4443,84.4727,46.2646
77, PSD, 41.4961,434.6310,445.4372,4079381.7500,9507783.0000,2467501.7500
78, Mean, 0.1558,1.0157,-0.2780,-2.4085,20.4821,-5.7092
78, Std, 0.0936,0.2092,0.3023,41.1111,63.2396,36.0957
78, RMS, 0.1818,1.0370,0.4107,41.1816,66.4737,36.5444
78, Min, -0.0535,0.5991,-0.8525,-99.3042,-106.9336,-59.9976
78, Max, 0.3252,1.3286,0.3016,68.0542,105.8960,74.4629
78, PSD, 60.7510,1266.4689,272.6986,1713066.1250,8323598.5000,2306086.2500
79, Mean, 0.0792,1.0149,-0.4526,10.5929,31.2738,-14.5102
79, Std, 0.1154,0.1475,0.2301,57.0685,51.5795,28.7204
79, RMS, 0.1400,1.0255,0.5077,58.0433,60.3200,32.1777
79, Min, -0.1771,0.6407,-0.8124,-78.7354,-81.2988,-58.2886
79, Max, 0.2797,1.2621,0.1478,125.9155,114.2578,57.7393
79, PSD, 24.6604,1009.7751,364.6408,4119515.0000,7958389.5000,1192728.1250
80, Mean, 0.1961,1.0009,-0.1445,18.4560,14.3104,-1.7352
80, Std, 0.1050,0.1967,0.3483,38.5052,57.0298,41.4528
80, RMS, 0.2225,1.0200,0.3771,42.6998,58.7979,41.4892
80, Min, -0.0824,0.5892,-0.7544,-46.9360,-99.3042,-67.6270
80, Max, 0.4326,1.2625,0.3474,97.0459,90.9424,56.8848
80, PSD, 87.6558,1359.5874,234.0289,5949019.0000,7729079.0000,3332892.7500
81, Mean, 0.1799,0.9011,-0.0620,11.2805,-14.5202,13.3290
81, Std, 0.1768,0.2511,0.3712,40.0850,61.8572,39.8980
81, RMS, 0.2522,0.9355,0.3764,41.6420,63.5386,42.0656
81, Min, -0.1577,0.5143,-0.7939,-62.3779,-113.1592,-62.0728
81, Max, 0.5629,1.4622,0.4435,86.5479,106.7505,85.9375
81, PSD, 61.1101,437.5320,210.0433,1572518.1250,8721025.0000,2971688.5000
82, Mean, 0.1206,0.8742,-0.3267,-3.2067,-5.3487,32.1450
82, Std, 0.1690,0.1881,0.3486,47.5198,50.1117,28.3723
82, RMS, 0.2076,0.8942,0.4778,47.6279,50.3963,42.8753
82, Min, -0.1168,0.5895,-0.8962,-95.3979,-85.5713,-16.7236
82, Max, 0.4263,1.2645,0.3005,60.7300,69.4580,92.8955
82, PSD, 61.5670,1227.5144,634.7191,4808870.0000,5714239.0000,4555981.0000
83, Mean, 0.0432,0.9672,-0.1261,-4.0841,4.7193,26.9990
83, Std, 0.1437,0.1842,0.1789,17.7201,47.3941,17.8961
83, RMS, 0.1501,0.9846,0.2189,18.1847,47.6285,32.3916
83, Min, -0.1904,0.6453,-0.3678,-41.5649,-88.8062,-17.7612
83, Max, 0.3788,1.3805,0.2216,23.1934,67.8711,60.0586
83, PSD, 28.4063,877.1257,106.8234,363851.6250,3582961.2500,2400198.5000
84, Mean, 0.0451,0.8391,-0.2481,27.9989,12.2190,19.8283
84, Std, 0.0896,0.0893,0.4419,40.3850,28.4218,27.0529
84, RMS, 0.1003,0.8439,0.5068,49.1415,30.9371,33.5414
84, Min, -0.1586,0.6868,-0.9520,-71.3501,-39.1846,-23.0713
84, Max, 0.2184,1.0453,0.3807,94.7266,52.0630,63.1714
84, PSD, 9.0872,534.6589,289.7029,3761181.0000,2010594.7500,1596478.5000
85, Mean, 0.1028,0.9049,-0.1646,-12.1598,15.9492,7.2155
85, Std, 0.1434,0.1549,0.2582,42.9742,31.2142,37.6515
85, RMS, 0.1764,0.9181,0.3062,44.6614,35.0528,38.3366
85, Min, -0.2974,0.6383,-0.5131,-98.3276,-47.1191,-52.3682
85, Max, 0.3574,1.1351,0.2615,42.4194,62.3779,65.0635
85, PSD, 20.5255,421.0711,132.3609,1729176.3750,1594403.3750,3164738.0000
86, Mean, 0.1120,0.8989,-0.1599,-13.2456,7.8564,5.2710
86, Std, 0.1097,0.1382,0.2175,35.6253,45.0851,31.2505
86, RMS, 0.1568,0.9094,0.2700,38.0080,45.7645,31.6919
86, Min, -0.0952,0.6324,-0.7052,-63.2935,-76.5381,-43.0298
86, Max, 0.3411,1.1449,0.1465,54.8096,63.7207,83.9233
86, PSD, 22.6977,593.0726,9.2474,2327966.0000,3582315.0000,1445700.8750
87, Mean, 0.0989,0.9830,-0.1101,-13.3457,-6.6862,2.5659
87, Std, 0.0978,0.1695,0.2513,20.4543,48.9540,26.3341
87, RMS, 0.1391,0.9975,0.2744,24.4231,49.4085,26.4588
87, Min, -0.0602,0.6460,-0.5441,-46.4478,-84.1064,-43.6401
87, Max, 0.2960,1.1949,0.2621,25.1465,60.4858,58.5327
87, PSD, 40.0766,1072.4648,80.1367,1405158.5000,5296886.0000,1453197.6250
88, Mean, 0.2887,0.9253,-0.2395,-22.6917,-13.4039,4.9257
88, Std, 0.1108,0.1214,0.3479,43.9921,40.7654,36.5429
88, RMS, 0.3092,0.9333,0.4223,49.4997,42.9125,36.8734
88, Min, 0.0522,0.6737,-0.7175,-101.6235,-101.5625,-39.9170
88, Max, 0.4988,1.1986,0.2450,83.8623,50.0488,70.0684
88, PSD, 147.5302,1017.4995,301.4383,6739049.5000,2660057.0000,2399541.5000
89, Mean, 0.2090,0.8852,0.0697,19.8040,-10.0541,6.1789
89, Std, 0.1428,0.2366,0.2891,46.1952,47.1922,24.5927
89, RMS, 0.2531,0.9163,0.2974,50.2613,48.2513,25.3571
89, Min, -0.0734,0.4818,-0.4586,-59.8755,-77.0264,-50.6592
89, Max, 0.4332,1.4033,0.4752,99.5483,79.7729,42.2363
89, PSD, 97.0300,660.3765,220.5973,3615830.0000,3227758.5000,1013781.6250
90, Mean, 0.2650,0.8793,0.1675,16.2354,-9.3288,14.7762
90, Std, 0.1230,0.1505,0.2113,37.0789,42.5572,14.6638
90, RMS, 0.2922,0.8921,0.2697,40.4775,43.5677,20.8174
90, Min, 0.0400,0.6218,-0.2874,-67.4438,-68.2983,-9.9487
90, Max, 0.4225,1.0979,0.4390,61.8286,55.0537,41.2598
90, PSD, 128.7250,688.8517,170.5149,2502335.5000,2709820.7500,922027.8750
91, Mean, 0.2037,0.9595,-0.0334,33.8683,3.9730,1.5445
91, Std, 0.1070,0.1516,0.3409,23.4215,36.2128,26.8448
91, RMS, 0.2301,0.9714,0.3425,41.1780,36.4301,26.8892
91, Min, -0.0349,0.6885,-0.5632,-21.8506,-59.8145,-40.1001
91, Max, 0.4309,1.2400,0.4019,77.8198,65.6738,41.6260
91, PSD, 97.8555,1091.3961,167.0428,4071621.7500,1575810.0000,1598035.0000
92, Mean, 0.1274,0.9890,0.0513,27.4863,17.8876,6.8493
92, Std, 0.1473,0.1684,0.2322,22.2113,36.3622,28.0299
92, RMS, 0.1947,1.0033,0.2378,35.3389,40.5238,28.8546
92, Min, -0.1221,0.7057,-0.5444,-27.5879,-48.4619,-43.2129
92, Max, 0.4055,1.2162,0.3732,72.0215,71.7163,63.9648
92, PSD, 16.3772,999.8834,43.0537,965784.0000,3338469.0000,2399459.2500
93, Mean, 0.1042,0.9593,-0.0580,20.0734,8.0729,-7.1368
93, Std, 0.1218,0.2246,0.2669,24.0413,48.1863,33.8225
93, RMS, 0.1603,0.9852,0.2731,31.3197,48.8578,34.5672
93, Min, -0.1884,0.4622,-0.6283,-41.0156,-97.2290,-80.2612
93, Max, 0.3016,1.3292,0.3348,69.7021,84.2285,55.4810
93, PSD, 20.4694,1075.4938,84.1687,1549788.8750,2928311.0000,1677301.0000
94, Mean, 0.0854,0.9524,-0.4324,16.0713,8.6837,22.1353
94, Std, 0.1606,0.0733,0.1700,33.0682,38.8431,23.2855
94, RMS, 0.1818,0.9552,0.4647,36.7667,39.8019,32.1276
94, Min, -0.1555,0.7054,-0.7616,-56.7017,-50.4150,-34.7900
94, Max, 0.4027,1.0879,-0.0643,68.4814,77.6367,66.8945
94, PSD, 21.9742,804.6506,281.2531,2569931.2500,2637065.5000,1988928.3750
95, Mean, 0.1550,1.0638,-0.0520,-6.9013,-14.8101,6.8669
95, Std, 0.0829,0.1148,0.2634,25.3756,30.2401,24.3319
95, RMS, 0.1758,1.0700,0.2685,26.2973,33.6720,25.2824
95, Min, 0.0388,0.8036,-0.4486,-55.0537,-63.2324,-39.1846
95, Max, 0.3896,1.3230,0.3691,46.5088,48.4009,43.5791
95, PSD, 31.7559,1243.8835,144.1857,1747275.6250,3401505.0000,1107644.0000
96, Mean, 0.1707,1.0618,-0.2208,-6.5475,-20.6480,11.7664
96, Std, 0.0834,0.0996,0.2559,45.3840,35.9973,34.6661
96, RMS, 0.1900,1.0665,0.3381,45.8539,41.4988,36.6086
96, Min, -0.0271,0.7979,-0.6256,-77.0874,-79.1016,-51.9409
96, Max, 0.3081,1.2708,0.2478,70.1294,48.8281,63.5376
96, PSD, 45.9531,1121.8396,281.3417,4790623.5000,4776806.5000,1892441.7500
97, Mean, 0.0319,1.0550,-0.1745,-13.0162,-13.9422,15.7261
97, Std, 0.0859,0.1162,0.2969,28.8378,33.1466,24.9770
97, RMS, 0.0917,1.0614,0.3444,31.6392,35.9595,29.5154
97, Min, -0.1158,0.7809,-0.5937,-55.8472,-62.7441,-31.1890
97, Max, 0.2145,1.2343,0.3844,49.2554,50.7813,51.9409
97, PSD, 8.0977,1232.3096,209.2564,2220529.5000,3560013.2500,903534.5000
98, Mean, 0.1390,1.0500,-0.0895,-15.1720,-19.6657,0.9422
98, Std, 0.1201,0.1363,0.2296,24.4343,47.6410,34.4344
98, RMS, 0.1837,1.0588,0.2465,28.7616,51.5403,34.4472
98, Min, -0.2064,0.6317,-0.4504,-65.8569,-100.8301,-42.6636
98, Max, 0.3636,1.2799,0.2288,37.8418,50.9033,80.2612
98, PSD, 55.8203,1238.9325,76.2575,1517018.6250,6829298.5000,892370.4375
99, Mean, 0.0690,0.9483,-0.1630,-22.6088,-0.1955,9.7427
99, Std, 0.1392,0.1650,0.3663,34.9798,41.4988,30.2107
99, RMS, 0.1553,0.9625,0.4010,41.6502,41.4992,31.7429
99, Min, -0.1323,0.5765,-0.7227,-80.8716,-73.2422,-43.6401
99, Max, 0.3044,1.2477,0.3875,48.6450,56.9458,61.4014
99, PSD, 60.6091,1120.5033,213.6715,4917144.0000,1800638.5000,1943121.7500
100, Mean, -0.0574,0.9289,0.0915,-6.6829,25.8698,2.9798
100, Std, 0.0975,0.1783,0.1683,10.9694,35.1854,29.1257
100, RMS, 0.1131,0.9459,0.1916,12.8448,43.6722,29.2777
100, Min, -0.2327,0.6060,-0.1731,-34.9121,-23.9868,-51.3306
100, Max, 0.1840,1.2120,0.5062,10.8643,74.6460,74.3408
100, PSD, 17.6543,1102.3097,111.3614,410750.9062,2463054.2500,1480750.6250
